time_sent,temp,internal_resistance,p,innovation,time_recv,current,dt,cooling power
1757101710.0244987,295.094,0.002,,,,5.33,4.163764715194702,1500.0
1757101711.0445745,295.132,0.002,,,,5.33,1.020075798034668,1500.0
1757101712.0648167,295.169,0.002,,,,5.33,1.0202422142028809,1500.0
1757101713.0848906,295.207,0.002,,,,5.33,1.0200738906860352,1500.0
1757101714.1048493,295.244,0.002,,,,5.33,1.019958734512329,1500.0
1757101715.1246908,295.282,0.002,,,,5.33,1.0198414325714111,1500.0
1757101716.144361,295.32,0.002,,,,5.33,1.0196702480316162,1500.0
1757101717.1639452,295.35699999999997,0.002,,,,5.33,1.0195841789245605,1500.0
1757101718.1834416,295.395,0.002,,,,5.33,1.0194964408874512,1500.0
1757101719.202862,295.432,0.002,,,,5.33,1.0194203853607178,1500.0
1757101720.2221017,295.47,0.002,,,,5.33,1.0192396640777588,1500.0
1757101721.2411635,295.507,0.002,,,,5.33,1.019061803817749,1500.0
1757101722.2602265,295.545,0.002,,,,5.33,1.0190629959106445,1500.0
1757101723.279181,295.583,0.002,,,,5.33,1.0189545154571533,1500.0
1757101724.2981567,295.62,0.002,,,,5.33,1.0189757347106934,1500.0
1757101725.3171976,295.658,0.002,,,,5.33,1.019040822982788,1500.0
1757101726.336359,295.695,0.002,,,,5.33,1.0191614627838135,1500.0
1757101727.3554263,295.733,0.002,,,,5.7,1.0190672874450684,1500.0
1757101728.3743825,295.77,0.002,,,,7.16,1.018956184387207,1500.0
1757101729.393285,295.809,0.002,,,,38.27,1.0189025402069092,1500.0
1757101730.4120045,295.85,0.002,,,,54.7,1.0187194347381592,1500.0
1757101731.430112,295.891,0.002,,,,47.18,1.0181074142456055,1500.0
1757101732.448973,295.93,0.002,,,,7.8100000000000005,1.0188610553741455,1500.0
1757101733.4679532,295.969,0.002,,,,40.36,1.0189802646636963,1500.0
1757101734.4869206,296.01,0.002,,,,43.19,1.0189673900604248,1500.0
1757101735.505872,296.055,0.002,,,,70.95,1.018951416015625,1500.0
1757101736.5248697,296.103,0.002,,,,78.73,1.0189976692199707,1500.0
1757101737.5440228,296.148,0.002,,,,62.65,1.019153118133545,1500.0
1757101738.5630257,296.189,0.002,,,,38.54,1.019002914428711,1500.0
1757101739.5821075,296.23199999999997,0.002,,,,54.06,1.0190818309783936,1500.0
1757101740.6012404,296.278,0.002,,,,71.86,1.0191328525543213,1500.0
1757101741.6203387,296.327,0.002,,,,78.78,1.0190982818603516,1500.0
1757101742.638859,296.367,0.002,,,,13.1,1.0185203552246094,1500.0
1757101743.6580176,296.405,0.002,,,,13.59,1.0191586017608643,1500.0
1757101745.0127878,296.484,0.002,,,,49.75,1.3547701835632324,1500.0
1757101746.031363,296.529,0.002,,,,64.75,1.0185751914978027,1500.0
1757101747.0502129,296.569,0.002,,,,33.87,1.0188498497009277,1500.0
1757101750.0121553,296.682,0.002,,,,-10.25,2.961942434310913,1500.0
1757101751.020364,296.719,0.002,,,,-8.59,1.0082087516784668,1500.0
1757101755.0126033,296.87,0.002,,,,-19.03,3.992239236831665,1500.0
1757101757.0033996,296.945,0.002,,,,13.780000000000001,1.9907963275909424,1500.0
1757101758.0218601,296.987,0.002,,,,51.47,1.0184605121612549,1500.0
1757101760.007951,297.063,0.002,,,,14.120000000000001,1.986090898513794,1500.0
1757101761.9950225,297.137,0.002,,,,-5.89,1.9870715141296387,1500.0
1757101763.0130248,297.175,0.002,,,,-13.86,1.0180022716522217,1500.0
1757101764.0313137,297.213,0.002,,,,-18.62,1.0182888507843018,1500.0
1757101765.0491006,297.251,0.002,,,,-8.25,1.017786979675293,1500.0
1757101766.0674467,297.288,0.002,,,,-10.26,1.0183460712432861,1500.0
1757101768.9910634,297.401,0.002,,,,7.21,2.923616647720337,1500.0
1757101769.9994106,297.401,0.002,,,,7.21,1.0083472728729248,1500.0
1757101771.0176759,297.475,0.002,,,,10.39,1.0182652473449707,1500.0
1757101772.0361652,297.513,0.002,,,,10.71,1.0184893608093262,1500.0
1757101773.0547423,297.551,0.002,,,,15.3,1.0185770988464355,1500.0
1757101775.9930162,297.663,0.002,,,,5.33,2.9382739067077637,1500.0
1757101777.0119271,297.7,0.002,,,,5.33,1.0189108848571777,1500.0
1757101778.0314562,297.737,0.002,,,,5.33,1.019529104232788,1500.0
1757101779.0508673,297.774,0.002,,,,5.33,1.0194110870361328,1500.0
1757101780.0702534,297.812,0.002,,,,5.33,1.0193860530853271,1500.0
1757101781.0892127,297.849,0.002,,,,5.33,1.0189592838287354,1500.0
1757101782.108547,297.886,0.002,,,,5.33,1.019334316253662,1500.0
1757101783.1278164,297.924,0.002,,,,5.33,1.0192694664001465,1500.0
1757101784.147451,297.961,0.002,,,,5.33,1.019634485244751,1500.0
1757101785.1661344,297.998,0.002,,,,5.33,1.0186834335327148,1500.0
1757101786.1853096,298.036,0.002,,,,5.33,1.0191752910614014,1500.0
1757101787.2048116,298.073,0.002,,,,5.33,1.0195019245147705,1500.0
1757101788.2234378,298.11,0.002,,,,5.33,1.0186262130737305,1500.0
1757101789.2422523,298.147,0.002,,,,5.33,1.0188145637512207,1500.0
1757101790.2609162,298.185,0.002,,,,5.33,1.0186638832092285,1500.0
1757101791.2796206,298.222,0.002,,,,5.33,1.0187044143676758,1500.0
1757101792.2988434,298.259,0.002,,,,5.33,1.0192227363586426,1500.0
1757101793.3179436,298.296,0.002,,,,5.33,1.0191001892089844,1500.0
1757101794.3373265,298.334,0.002,,,,5.33,1.0193829536437988,1500.0
1757101795.3560393,298.371,0.002,,,,5.33,1.0187127590179443,1500.0
1757101796.3750083,298.408,0.002,,,,5.33,1.0189690589904785,1500.0
1757101797.3938956,298.445,0.002,,,,5.33,1.0188872814178467,1500.0
1757101798.4125843,298.483,0.002,,,,5.33,1.018688678741455,1500.0
1757101799.4318197,298.52,0.002,,,,5.71,1.019235372543335,1500.0
1757101800.4505162,298.557,0.002,,,,7.16,1.0186965465545654,1500.0
1757101801.4688141,298.595,0.002,,,,38.25,1.0182979106903076,1500.0
1757101802.4878688,298.636,0.002,,,,54.65,1.019054651260376,1500.0
1757101803.506707,298.676,0.002,,,,47.15,1.0188381671905518,1500.0
1757101804.5258577,298.714,0.002,,,,7.8100000000000005,1.019150733947754,1500.0
1757101805.5448306,298.753,0.002,,,,40.34,1.0189728736877441,1500.0
1757101806.5637913,298.793,0.002,,,,43.160000000000004,1.01896071434021,1500.0
1757101807.5829592,298.837,0.002,,,,70.85000000000001,1.0191679000854492,1500.0
1757101808.602123,298.884,0.002,,,,78.61,1.0191638469696045,1500.0
1757101809.620603,298.928,0.002,,,,62.58,1.0184800624847412,1500.0
1757101810.6390815,298.968,0.002,,,,38.52,1.0184783935546875,1500.0
1757101811.6582196,299.01,0.002,,,,54.01,1.0191380977630615,1500.0
1757101812.6773462,299.055,0.002,,,,71.76,1.0191266536712646,1500.0
1757101813.6966023,299.102,0.002,,,,78.66,1.0192561149597168,1500.0
1757101814.7159643,299.141,0.002,,,,13.11,1.019361972808838,1500.0
1757101815.7352974,299.179,0.002,,,,13.6,1.0193331241607666,1500.0
1757101817.0267296,299.257,0.002,,,,49.71,1.2914321422576904,1500.0
1757101818.047366,299.3,0.002,,,,64.67,1.0206363201141357,1500.0
1757101819.0662444,299.34,0.002,,,,33.86,1.01887845993042,1500.0
1757101822.026425,299.452,0.002,,,,-10.26,2.9601805210113525,1500.0
1757101823.0448458,299.489,0.002,,,,-8.6,1.018420934677124,1500.0
1757101827.0308855,299.638,0.002,,,,-19.05,3.986039638519287,1500.0
1757101829.029641,299.713,0.002,,,,13.780000000000001,1.9987554550170898,1500.0
1757101830.0485127,299.713,0.002,,,,13.780000000000001,1.018871784210205,1500.0
1757101832.0296824,299.829,0.002,,,,14.120000000000001,1.9811697006225586,1500.0
1757101834.0315323,299.903,0.002,,,,-5.89,2.001849889755249,1500.0
1757101835.0499136,299.903,0.002,,,,-5.89,1.0183813571929932,1500.0
1757101836.0687401,299.978,0.002,,,,-18.64,1.0188264846801758,1500.0
1757101837.0874555,300.015,0.002,,,,-8.26,1.0187153816223145,1500.0
1757101838.1061883,300.053,0.002,,,,-10.27,1.0187327861785889,1500.0
1757101841.0378954,300.164,0.002,,,,7.21,2.9317071437835693,1500.0
1757101842.0564659,300.201,0.002,,,,7.11,1.0185704231262207,1500.0
1757101843.0751781,300.238,0.002,,,,10.39,1.0187122821807861,1500.0
1757101844.0939538,300.275,0.002,,,,10.71,1.0187757015228271,1500.0
1757101845.1128168,300.312,0.002,,,,15.3,1.0188629627227783,1500.0
1757101848.039436,300.423,0.002,,,,5.33,2.926619291305542,1500.0
1757101849.0578551,300.46,0.002,,,,5.33,1.0184190273284912,1500.0
1757101850.07665,300.497,0.002,,,,5.33,1.0187947750091553,1500.0
1757101851.09536,300.534,0.002,,,,5.33,1.0187101364135742,1500.0
1757101852.1141264,300.571,0.002,,,,5.33,1.0187664031982422,1500.0
1757101853.1328604,300.608,0.002,,,,5.33,1.0187339782714844,1500.0
1757101854.1515553,300.645,0.002,,,,5.33,1.0186948776245117,1500.0
1757101855.1702523,300.682,0.002,,,,5.33,1.0186970233917236,1500.0
1757101856.188518,300.719,0.002,,,,5.33,1.018265724182129,1500.0
1757101857.2071533,300.756,0.002,,,,5.33,1.0186352729797363,1500.0
1757101858.2259278,300.793,0.002,,,,5.33,1.0187745094299316,1500.0
1757101859.2445571,300.83,0.002,,,,5.71,1.0186293125152588,1500.0
1757101860.2633002,300.867,0.002,,,,6.2,1.0187430381774902,1500.0
1757101861.2810016,300.904,0.002,,,,12.25,1.0177013874053955,1500.0
1757101862.2990162,300.941,0.002,,,,10.46,1.018014669418335,1500.0
1757101863.3174694,300.978,0.002,,,,11.370000000000001,1.0184531211853027,1500.0
1757101864.3363826,301.016,0.002,,,,16.73,1.0189132690429688,1500.0
1757101866.0384789,301.09,0.002,,,,5.33,1.7020962238311768,1500.0
1757101867.0568132,301.126,0.002,,,,5.33,1.0183343887329102,1500.0
1757101868.075354,301.163,0.002,,,,9.28,1.018540859222412,1500.0
1757101869.0938284,301.2,0.002,,,,5.33,1.0184743404388428,1500.0
1757101870.1123362,301.237,0.002,,,,5.33,1.018507719039917,1500.0
1757101871.1309276,301.274,0.002,,,,5.33,1.0185914039611816,1500.0
1757101872.149534,301.311,0.002,,,,8.17,1.018606424331665,1500.0
1757101873.1680386,301.348,0.002,,,,5.33,1.0185046195983887,1500.0
1757101874.1866422,301.385,0.002,,,,6.83,1.0186035633087158,1500.0
1757101875.205167,301.422,0.002,,,,21.92,1.0185248851776123,1500.0
1757101877.0389059,301.496,0.002,,,,11.49,1.8337388038635254,1500.0
1757101878.0572836,301.533,0.002,,,,13.02,1.0183777809143066,1500.0
1757101879.0759346,301.571,0.002,,,,18.51,1.018651008605957,1500.0
1757101880.0946095,301.609,0.002,,,,39.65,1.0186748504638672,1500.0
1757101885.0697854,301.794,0.002,,,,5.33,4.975175857543945,1500.0
1757101886.0893526,301.831,0.002,,,,5.33,1.0195672512054443,1500.0
1757101887.1095831,301.867,0.002,,,,5.33,1.0202305316925049,1500.0
1757101888.1297119,301.904,0.002,,,,5.33,1.0201287269592285,1500.0
1757101889.1496878,301.941,0.002,,,,5.33,1.0199759006500244,1500.0
1757101890.169486,301.978,0.002,,,,5.33,1.0197982788085938,1500.0
1757101891.189161,302.015,0.002,,,,5.33,1.0196750164031982,1500.0
1757101892.2086213,302.052,0.002,,,,5.33,1.0194602012634277,1500.0
1757101893.2278798,302.088,0.002,,,,5.33,1.0192584991455078,1500.0
1757101894.2470078,302.125,0.002,,,,5.33,1.0191280841827393,1500.0
1757101895.2659676,302.162,0.002,,,,5.33,1.0189597606658936,1500.0
1757101896.28475,302.199,0.002,,,,5.33,1.018782377243042,1500.0
1757101897.3034222,302.236,0.002,,,,5.33,1.018672227859497,1500.0
1757101898.3220344,302.272,0.002,,,,5.33,1.0186121463775635,1500.0
1757101899.3408418,302.30899999999997,0.002,,,,5.33,1.0188074111938477,1500.0
1757101915.0929172,302.78,0.002,,,,59.53,15.752075433731079,713.6
1757101916.11007,302.798,0.002,,,,18.03,1.0171527862548828,713.6
1757101917.1288245,302.815,0.002,,,,9.870000000000001,1.018754482269287,713.6
1757101918.1476324,302.832,0.002,,,,11.08,1.0188078880310059,713.6
1757101919.1664076,302.85,0.002,,,,10.77,1.018775224685669,713.6
1757101920.1851988,302.867,0.002,,,,17.01,1.0187911987304688,469.70000000000005
1757101926.0451822,302.929,0.002,,,,20.18,5.859983444213867,300.3
1757101927.065011,302.936,0.002,,,,16.34,1.0198287963867188,300.3
1757101931.0387297,302.96,0.002,,,,8.540000000000001,3.9737186431884766,190.10000000000002
1757101932.0594034,302.964,0.002,,,,9.46,1.0206737518310547,190.10000000000002
1757101933.0804229,302.969,0.002,,,,35.230000000000004,1.021019458770752,190.10000000000002
1757101934.1015034,302.975,0.002,,,,42.85,1.021080493927002,190.10000000000002
1757101935.1225297,302.993,0.002,,,,121.26,1.021026372909546,57.6
1757101936.1434383,302.998,0.002,,,,39.19,1.0209085941314697,57.6
1757101937.1641228,302.999,0.002,,,,5.66,1.0206844806671143,57.6
1757101938.1847596,303.012,0.002,,,,112.97,1.020636796951294,57.6
1757101939.2050056,303.017,0.002,,,,6.44,1.0202460289001465,57.6
1757101940.2250936,303.017,0.002,,,,6.92,1.0200879573822021,5.7
1757101941.2434485,303.017,0.002,,,,6.93,1.018354892730713,5.7
1757101942.2631972,303.017,0.002,,,,24.36,1.0197486877441406,5.7
1757101943.281668,303.017,0.002,,,,22.88,1.0184707641601562,5.7
1757101944.300045,303.017,0.002,,,,23.38,1.0183770656585693,5.7
1757101945.3184507,303.016,0.002,,,,7.32,1.0184056758880615,-4.0
1757101946.3369882,303.016,0.002,,,,25.97,1.0185375213623047,-4.0
1757101947.35548,303.019,0.002,,,,55.28,1.0184917449951172,-4.0
1757101948.3763518,303.02,0.002,,,,40.38,1.020871877670288,-4.0
1757101949.3947628,303.02,0.002,,,,28.92,1.0184109210968018,-4.0
1757101950.4131255,303.02,0.002,,,,-8.06,1.0183627605438232,-14.3
1757101951.4314709,303.019,0.002,,,,12.61,1.0183453559875488,-14.3
1757101953.0404649,303.016,0.002,,,,-7.58,1.6089940071105957,-14.3
1757101954.0603795,303.016,0.002,,,,-19.28,1.0199146270751953,-14.3
1757101955.0803387,303.016,0.002,,,,-19.28,1.0199592113494873,-14.3
1757101956.1002057,303.015,0.002,,,,-5.89,1.019866943359375,-10.0
1757101957.1198633,303.014,0.002,,,,19.52,1.0196576118469238,-10.0
1757101958.1394942,303.017,0.002,,,,59.910000000000004,1.0196309089660645,-10.0
1757101959.1591156,303.01800000000003,0.002,,,,20.97,1.0196213722229004,-10.0
1757101960.1787012,303.022,0.002,,,,64.34,1.0195856094360352,-27.6
1757101961.1980987,303.022,0.002,,,,25.36,1.019397497177124,-27.6
1757101962.2173238,303.02,0.002,,,,7.57,1.0192251205444336,-27.6
1757101963.2363071,303.019,0.002,,,,-13.3,1.0189833641052246,-27.6
1757101964.255312,303.01800000000003,0.002,,,,-6.74,1.0190048217773438,-27.6
1757101965.2741578,303.016,0.002,,,,-6.63,1.018845796585083,-12.0
1757101966.291994,303.015,0.002,,,,-5.65,1.017836332321167,-12.0
1757101967.3109355,303.014,0.002,,,,-11.120000000000001,1.0189414024353027,-12.0
1757101968.330012,303.013,0.002,,,,-5.72,1.0190765857696533,-12.0
1757101969.3490932,303.012,0.002,,,,-14.01,1.0190811157226562,-12.0
1757101971.0350199,303.01,0.002,,,,-8.39,1.6859266757965088,2.7
1757101975.0754619,303.007,0.002,,,,-6.53,4.040441989898682,14.200000000000001
1757101976.0940425,303.006,0.002,,,,-5.68,1.018580675125122,14.200000000000001
1757101977.113024,303.006,0.002,,,,-12.44,1.0189814567565918,14.200000000000001
1757101986.034796,303.003,0.002,,,,8.69,8.921772003173828,26.8
1757101987.0530586,303.005,0.002,,,,61.2,1.0182626247406006,26.8
1757101988.0715263,303.012,0.002,,,,98.26,1.018467664718628,26.8
1757101989.0901623,303.01800000000003,0.002,,,,60.33,1.0186359882354736,26.8
1757101991.0363886,303.01800000000003,0.002,,,,-19.1,1.9462263584136963,-4.1000000000000005
1757101992.0576568,303.01800000000003,0.002,,,,-15.08,1.0212681293487549,-4.1000000000000005
1757101993.0793316,303.017,0.002,,,,-15.030000000000001,1.0216748714447021,-4.1000000000000005
